"Solubility, g¡¤l-1",Saturation,"Temperature (Solubility (MCS)), ¡ãC",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,,Full Text
,,,,,,,Cited 15 timesDetailsAbstract
,in pure solvent,26,"octane, various solvent(s)",50.97 molpercent 1-octanol,,Solubility: 1.971 mol-percent,"Zvaigzne, Anita I.;?Acree, William E.[Journal of Chemical and Engineering Data,?1995, vol. 40, # 5, p. 1127 - 1129]"
,,,,,,,Full Text
,,,,,,,Cited 15 timesDetailsAbstract
,in pure solvent,26,"octane, various solvent(s)",60.84 molpercent 1-octanol,,Solubility: 2.013 mol-percent,"Zvaigzne, Anita I.;?Acree, William E.[Journal of Chemical and Engineering Data,?1995, vol. 40, # 5, p. 1127 - 1129]"
,,,,,,,Full Text
,,,,,,,Cited 15 timesDetailsAbstract
,in pure solvent,26,"octane, various solvent(s)",79.91 molpercent 1-octanol,,Solubility: 2.051 mol-percent,"Zvaigzne, Anita I.;?Acree, William E.[Journal of Chemical and Engineering Data,?1995, vol. 40, # 5, p. 1127 - 1129]"
,,,,,,,Full Text
,,,,,,,Cited 15 timesDetailsAbstract
,in pure solvent,26,"octane, various solvent(s)",89.75 molpercent 1-octanol,,Solubility: 2.061 mol-percent,"Zvaigzne, Anita I.;?Acree, William E.[Journal of Chemical and Engineering Data,?1995, vol. 40, # 5, p. 1127 - 1129]"
,,,,,,,Full Text
,,,,,,,Cited 15 timesDetailsAbstract
,in pure solvent,26,"cyclohexane, various solvent(s)",15.10 molpercent 1-octanol,,Solubility: 1.479 mol-percent,"Zvaigzne, Anita I.;?Acree, William E.[Journal of Chemical and Engineering Data,?1995, vol. 40, # 5, p. 1127 - 1129]"
,,,,,,,Full Text
,,,,,,,Cited 15 timesDetailsAbstract
,in pure solvent,26,"cyclohexane, various solvent(s)",31.25 molpercent 1-octanol,,Solubility: 1.654 mol-percent,"Zvaigzne, Anita I.;?Acree, William E.[Journal of Chemical and Engineering Data,?1995, vol. 40, # 5, p. 1127 - 1129]"
,,,,,,,Full Text
,,,,,,,Cited 15 timesDetailsAbstract
,in pure solvent,26,"cyclohexane, various solvent(s)",40.70 molpercent 1-octanol,,Solubility: 1.733 mol-percent,"Zvaigzne, Anita I.;?Acree, William E.[Journal of Chemical and Engineering Data,?1995, vol. 40, # 5, p. 1127 - 1129]"
,,,,,,,Full Text
,,,,,,,Cited 15 timesDetailsAbstract
,in pure solvent,26,"cyclohexane, various solvent(s)",51.21 molpercent 1-octanol,,Solubility: 1.788 mol-percent,"Zvaigzne, Anita I.;?Acree, William E.[Journal of Chemical and Engineering Data,?1995, vol. 40, # 5, p. 1127 - 1129]"
,,,,,,,Full Text
,,,,,,,Cited 15 timesDetailsAbstract
,in pure solvent,26,"cyclohexane, various solvent(s)",72.91 molpercent 1-octanol,,Solubility: 1.917 mol-percent,"Zvaigzne, Anita I.;?Acree, William E.[Journal of Chemical and Engineering Data,?1995, vol. 40, # 5, p. 1127 - 1129]"
,,,,,,,Full Text
,,,,,,,Cited 15 timesDetailsAbstract
,in pure solvent,26,"cyclohexane, various solvent(s)",83.99 molpercent 1-octanol,,Solubility: 1.976 mol-percent,"Zvaigzne, Anita I.;?Acree, William E.[Journal of Chemical and Engineering Data,?1995, vol. 40, # 5, p. 1127 - 1129]"
,,,,,,,Full Text
,,,,,,,Cited 15 timesDetailsAbstract
,in pure solvent,26,"methylcyclohexane, various solvent(s)",16.98 molpercent 1-octanol,,Solubility: 1.681 mol-percent,"Zvaigzne, Anita I.;?Acree, William E.[Journal of Chemical and Engineering Data,?1995, vol. 40, # 5, p. 1127 - 1129]"
,,,,,,,Full Text
,,,,,,,Cited 15 timesDetailsAbstract
,in pure solvent,26,"methylcyclohexane, various solvent(s)",35.34 molpercent 1-octanol,,Solubility: 1.800 mol-percent,"Zvaigzne, Anita I.;?Acree, William E.[Journal of Chemical and Engineering Data,?1995, vol. 40, # 5, p. 1127 - 1129]"
,,,,,,,Full Text
,,,,,,,Cited 15 timesDetailsAbstract
,in pure solvent,26,"methylcyclohexane, various solvent(s)",45.23 molpercent 1-octanol,,Solubility: 1.851 mol-percent,"Zvaigzne, Anita I.;?Acree, William E.[Journal of Chemical and Engineering Data,?1995, vol. 40, # 5, p. 1127 - 1129]"
,,,,,,,Full Text
,,,,,,,Cited 15 timesDetailsAbstract
,in pure solvent,26,"methylcyclohexane, various solvent(s)",55.81 molpercent 1-octanol,,Solubility: 1.881 mol-percent,"Zvaigzne, Anita I.;?Acree, William E.[Journal of Chemical and Engineering Data,?1995, vol. 40, # 5, p. 1127 - 1129]"
,,,,,,,Full Text
,,,,,,,Cited 15 timesDetailsAbstract
,in pure solvent,26,"methylcyclohexane, various solvent(s)",75.24 molpercent 1-octanol,,Solubility: 1.951 mol-percent,"Zvaigzne, Anita I.;?Acree, William E.[Journal of Chemical and Engineering Data,?1995, vol. 40, # 5, p. 1127 - 1129]"
,,,,,,,Full Text
,,,,,,,Cited 15 timesDetailsAbstract
,in pure solvent,26,"methylcyclohexane, various solvent(s)",86.27 molpercent 1-octanol,,Solubility: 1.990 mol-percent,"Zvaigzne, Anita I.;?Acree, William E.[Journal of Chemical and Engineering Data,?1995, vol. 40, # 5, p. 1127 - 1129]"
,,,,,,,Full Text
,,,,,,,Cited 15 timesDetailsAbstract
,in pure solvent,26,"2,2,4-trimethyl-pentane, various solvent(s)",11.26 molpercent 1-octanol,,Solubility: 0.953 mol-percent,"Zvaigzne, Anita I.;?Acree, William E.[Journal of Chemical and Engineering Data,?1995, vol. 40, # 5, p. 1127 - 1129]"
,,,,,,,Full Text
,,,,,,,Cited 15 timesDetailsAbstract
,in pure solvent,26,"2,2,4-trimethyl-pentane, various solvent(s)",21.75 molpercent 1-octanol,,Solubility: 1.102 mol-percent,"Zvaigzne, Anita I.;?Acree, William E.[Journal of Chemical and Engineering Data,?1995, vol. 40, # 5, p. 1127 - 1129]"
,,,,,,,Full Text
,,,,,,,Cited 15 timesDetailsAbstract
,in pure solvent,26,"2,2,4-trimethyl-pentane, various solvent(s)",41.60 molpercent 1-octanol,,Solubility: 1.357 mol-percent,"Zvaigzne, Anita I.;?Acree, William E.[Journal of Chemical and Engineering Data,?1995, vol. 40, # 5, p. 1127 - 1129]"
,,,,,,,Full Text
,,,,,,,Cited 15 timesDetailsAbstract
,in pure solvent,26,"2,2,4-trimethyl-pentane, various solvent(s)",51.53 molpercent 1-octanol,,Solubility: 1.483 mol-percent,"Zvaigzne, Anita I.;?Acree, William E.[Journal of Chemical and Engineering Data,?1995, vol. 40, # 5, p. 1127 - 1129]"
,,,,,,,Full Text
,,,,,,,Cited 15 timesDetailsAbstract
,in pure solvent,26,"2,2,4-trimethyl-pentane, various solvent(s)",61.28 molpercent 1-octanol,,Solubility: 1.606 mol-percent,"Zvaigzne, Anita I.;?Acree, William E.[Journal of Chemical and Engineering Data,?1995, vol. 40, # 5, p. 1127 - 1129]"
,,,,,,,Full Text
,,,,,,,Cited 15 timesDetailsAbstract
,in pure solvent,26,"2,2,4-trimethyl-pentane, various solvent(s)",80.53 molpercent 1-octanol,,Solubility: 1.846 mol-percent,"Zvaigzne, Anita I.;?Acree, William E.[Journal of Chemical and Engineering Data,?1995, vol. 40, # 5, p. 1127 - 1129]"
,,,,,,,Full Text
,,,,,,,Cited 15 timesDetailsAbstract
,in pure solvent,26,"2,2,4-trimethyl-pentane, various solvent(s)",88.53 molpercent 1-octanol,,Solubility: 1.940 mol-percent,"Zvaigzne, Anita I.;?Acree, William E.[Journal of Chemical and Engineering Data,?1995, vol. 40, # 5, p. 1127 - 1129]"
,,,,,,,Full Text
,,,,,,,Cited 15 timesDetailsAbstract
,in solution,26,propan-2-ol,,,Solubility: 0.00290 mol-percent,"Zvaigzne, Anita I.;?Miller, Brian J.;?Acree, William E.[Journal of Chemical and Engineering Data,?1995, vol. 40, # 6, p. 1267 - 1269]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
,in solution,26,propan-1-ol,,,Solubility: 0.00426 mol-percent,"Zvaigzne, Anita I.;?Miller, Brian J.;?Acree, William E.[Journal of Chemical and Engineering Data,?1995, vol. 40, # 6, p. 1267 - 1269]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
,in solution,26,butan-1-ol,,,Solubility: 0.00622 mol-percent,"Zvaigzne, Anita I.;?Miller, Brian J.;?Acree, William E.[Journal of Chemical and Engineering Data,?1995, vol. 40, # 6, p. 1267 - 1269]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
,in solution,26,butan-2-ol,,,Solubility: 0.00439 mol-percent,"Zvaigzne, Anita I.;?Miller, Brian J.;?Acree, William E.[Journal of Chemical and Engineering Data,?1995, vol. 40, # 6, p. 1267 - 1269]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
,in solution,26,various solvent(s),,,Solubility: 0.00326 mol-percent,"Zvaigzne, Anita I.;?Miller, Brian J.;?Acree, William E.[Journal of Chemical and Engineering Data,?1995, vol. 40, # 6, p. 1267 - 1269]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
,in solution,26,3-methyl-butan-1-ol,,,Solubility: 0.00546 mol-percent,"Zvaigzne, Anita I.;?Miller, Brian J.;?Acree, William E.[Journal of Chemical and Engineering Data,?1995, vol. 40, # 6, p. 1267 - 1269]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
,in solution,26,various solvent(s),,,Solubility: 0.02077 mol-percent,"Zvaigzne, Anita I.;?Miller, Brian J.;?Acree, William E.[Journal of Chemical and Engineering Data,?1995, vol. 40, # 6, p. 1267 - 1269]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
,in pure solvent,24,H2O,,,Solubility 6.2E-4 mmol/l,"Wang;?Brusseau[Environmental Science and Technology,?1995, vol. 29, # 9, p. 2346 - 2351]"
,,,,,,,Full Text
,,,,,,,Cited 73 timesDetailsAbstract
,in solution,26,hexane,,,Solubilty: 0.85 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,various solvent(s),,,Solubilty: 10.97 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,heptane,,,Solubilty: 1.10 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,octane,,,Solubilty: 1.41 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,cyclohexane,,,Solubilty: 1.10 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"2,2,4-trimethyl-pentane",,,Solubilty: 0.71 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,methylcyclohexane,,,Solubilty: 1.30 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"octane, various solvent(s)",88.7 : 11.3,,Solubilty: 2.33 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"octane, various solvent(s)",50.7 : 49.3,,Solubilty: 6.83 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"cyclohexane, various solvent(s)",41.4 : 58.6,,Solubilty: 8.54 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"2,2,4-trimethyl-pentane, various solvent(s)",50.6 : 49.4,,Solubilty: 5.45 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"methylcyclohexane, various solvent(s)",77.3 : 22.7,,Solubilty: 3.89 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"hexane, various solvent(s)",90.72 : 9.28,,Solubilty: 1.62 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"hexane, various solvent(s)",45.8 : 54.2,,Solubilty: 7.33 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"hexane, various solvent(s)",9.07 : 90.93,,Solubilty: 10.84 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"cyclohexane, various solvent(s)",92.08 : 7.92,,Solubilty: 2.00 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"methylcyclohexane, various solvent(s)",90.45 : 9.55,,Solubilty: 2.33 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"hexane, various solvent(s)",82.55 : 17.45,,Solubilty: 2.43 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"hexane, various solvent(s)",76.17 : 23.83,,Solubilty: 3.17 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"hexane, various solvent(s)",55.63 : 44.37,,Solubilty: 6.02 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
115.086,in pure solvent,25,H2O,,,,"Wu;?Ishibashi;?Deguchi;?Sanemasa[Bulletin of the Chemical Society of Japan,?1990, vol. 63, # 12, p. 3450 - 3455]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,26,"hexane, various solvent(s)",34.21 : 65.79,,Solubilty: 8.79 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"hexane, various solvent(s)",17.77 : 82.23,,Solubilty: 10.44 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"heptane, various solvent(s)",89.01 : 10.19,,Solubilty: 1.99 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"heptane, various solvent(s)",80.54 : 19.46,,Solubilty: 3.06 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"heptane, various solvent(s)",74.59 : 25.41,,Solubilty: 3.61 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"heptane, various solvent(s)",53.32 : 46.68,,Solubilty: 6.60 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"heptane, various solvent(s)",43.05 : 56.95,,Solubilty: 8.11 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"heptane, various solvent(s)",33.27 : 66.73,,Solubilty: 9.29 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"heptane, various solvent(s)",16.77 : 83.23,,Solubilty: 10.79 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"octane, various solvent(s)",78.81 : 21.19,,Solubilty: 3.38 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"octane, various solvent(s)",72.65 : 27.35,,Solubilty: 4.15 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"octane, various solvent(s)",40.63 : 59.37,,Solubilty: 8.03 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"octane, various solvent(s)",31.33 : 68.67,,Solubilty: 9.22 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"octane, various solvent(s)",14.81 : 85.19,,Solubilty: 10.74 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"cyclohexane, various solvent(s)",85.25 : 14.75,,Solubilty: 2.83 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"cyclohexane, various solvent(s)",80.48 : 19.52,,Solubilty: 3.51 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"cyclohexane, various solvent(s)",60.86 : 39.14,,Solubilty: 6.13 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"cyclohexane, various solvent(s)",50.91 : 49.09,,Solubilty: 7.34 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"cyclohexane, various solvent(s)",20.51 : 79.49,,Solubilty: 10.15 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"2,2,4-trimethyl-pentane, various solvent(s)",88.37 : 11.63,,Solubilty: 1.36 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"2,2,4-trimethyl-pentane, various solvent(s)",78.71 : 21.29,,Solubilty: 2.14 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"2,2,4-trimethyl-pentane, various solvent(s)",72.63 : 27.37,,Solubilty: 2.77 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"2,2,4-trimethyl-pentane, various solvent(s)",35.36 : 64.64,,Solubilty: 7.63 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"2,2,4-trimethyl-pentane, various solvent(s)",31.02 : 68.98,,Solubilty: 8.32 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"2,2,4-trimethyl-pentane, various solvent(s)",14.65 : 85.35,,Solubilty: 10.32 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"methylcyclohexane, various solvent(s)",82.18 : 17.82,,Solubilty: 3.28 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"methylcyclohexane, various solvent(s)",56.72 : 43.28,,Solubilty: 6.61 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"methylcyclohexane, various solvent(s)",46.44 : 53.56,,Solubilty: 7.77 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"methylcyclohexane, various solvent(s)",36.77 : 63.23,,Solubilty: 8.82 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,26,"methylcyclohexane, various solvent(s)",20.85 : 79.15,,Solubilty: 10.25 mol-percent,"Acree, William E.;?Tucker, Sheryl A.;?Zvaigzne, Agnita I.[Journal of the Chemical Society - Faraday Transactions,?1990, vol. 86, # 12, p. 2197 - 2201]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
7.19E-05,in pure solvent,15,H2O,,,,"Blyshak, Lisa A.;?Dodson, Karen Y.;?Patonay, Gabor;?Warner, Isiah M.;?May, Willie E.[Analytical Chemistry,?1989, vol. 61, # 9, p. 955 - 960]"
,,,,,,,Full Text
,,,,,,,Cited 70 timesDetailsAbstract
