"Solubility, g¡¤l-1",Saturation,"Temperature (Solubility (MCS)), ¡ãC",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,38.04,n-heptane,,,Solubility: 132.6 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,39.44,n-heptane,,,Solubility: 141.2 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,40.97,n-heptane,,,Solubility: 149.8 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,41.99,n-heptane,,,Solubility: 158.3 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,43.47,n-heptane,,,Solubility: 168.23 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,44.49,n-heptane,,,Solubility: 177 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,48.17,n-heptane,,,Solubility: 209 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,51.09,n-heptane,,,Solubility: 230.2 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,53.82,n-heptane,,,Solubility: 264.6 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,56.29,n-heptane,,,Solubility: 304.4 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,57.1,n-heptane,,,Solubility: 329.4 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,58.34,n-heptane,,,Solubility: 350.5 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,60.59,n-heptane,,,Solubility: 389 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,40.61,butan-1-ol,,,Solubility: 112.7 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,42.01,butan-1-ol,,,Solubility: 119.5 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,44.82,butan-1-ol,,,Solubility: 138.8 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,47.58,butan-1-ol,,,Solubility: 159 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,50.51,butan-1-ol,,,Solubility: 182.8 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,52.44,butan-1-ol,,,Solubility: 204.6 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,54.6,butan-1-ol,,,Solubility: 227.9 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,55.87,butan-1-ol,,,Solubility: 252.4 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,58.64,butan-1-ol,,,Solubility: 293.7 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,60.49,butan-1-ol,,,Solubility: 332.6 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,61.94,butan-1-ol,,,Solubility: 374.9 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,63.84,butan-1-ol,,,Solubility: 436.3 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,64.99,butan-1-ol,,,Solubility: 476.6 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,66.47,butan-1-ol,,,Solubility: 526.5 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,67.49,butan-1-ol,,,Solubility: 567.4 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,68.88,butan-1-ol,,,Solubility: 619.7 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,69.64,butan-1-ol,,,Solubility: 660.5 mol/1000mol,"Cui, Tie-Bing;?Luo, Ting-Liang;?Zhang, Chen;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1065 - 1068]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
0.03102,in pure solvent,25,H2O,,,,"Chen, Baoliang;?Li, Yungui;?Guo, Yiting;?Zhu, Lizhong;?Schnoor, Jerald L.[Environmental Science and Technology,?2008, vol. 42, # 5, p. 1517 - 1523]"
,,,,,,,Full Text
,,,,,,,Cited 52 timesDetailsAbstract
,,25.04,ethanol,,,Solubility: 0.9069 mol/kg solvent,"Dyshin;?Eliseeva;?Kiselev;?Al'per[Russian Journal of Physical Chemistry,?2008, vol. 82, # 8, p. 1258 - 1261]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,,25.04,n-heptane,,,Solubility: 1.3013 mol/kg solvent,"Dyshin;?Eliseeva;?Kiselev;?Al'per[Russian Journal of Physical Chemistry,?2008, vol. 82, # 8, p. 1258 - 1261]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
88.6964,in solution,24.99,"2,2,4-trimethylpentane",,,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
69.214,in solution,24.99,methanol,,,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
105.487,in solution,24.99,"2,2,4-trimethylpentane, methanol","2,2,4-trimethylpentane (68.7 molpercent); methanol (31.3 molpercent)",,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
111.64,in solution,24.99,"methanol, 2,2,4-trimethylpentane","methanol (50.6 molpercent); 2,2,4-trimethylpentane (49.4 molpercent)",,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
118.176,in solution,24.99,"methanol, 2,2,4-trimethylpentane","methanol (63.7 molpercent); 2,2,4-trimethylpentane (36.3 molpercent)",,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
113.049,in solution,24.99,"methanol, 2,2,4-trimethylpentane","methanol (73.2 molpercent); 2,2,4-trimethylpentane (26.8 molpercent)",,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
108.948,in solution,24.99,"methanol, 2,2,4-trimethylpentane","methanol (80.4 molpercent); 2,2,4-trimethylpentane (19.6 molpercent)",,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
95.6178,in solution,24.99,"methanol, 2,2,4-trimethylpentane","methanol (86 molpercent); 2,2,4-trimethylpentane (14 molpercent)",,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
90.3627,in solution,24.99,"methanol, 2,2,4-trimethylpentane","methanol (90.5 molpercent); 2,2,4-trimethylpentane (9.5 molpercent)",,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
85.6202,in solution,24.99,"methanol, 2,2,4-trimethylpentane","methanol (94.2 molpercent); 2,2,4-trimethylpentane (5.8 molpercent)",,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
79.8524,in solution,24.99,"methanol, 2,2,4-trimethylpentane","methanol (97.4 molpercent); 2,2,4-trimethylpentane (2.6 molpercent)",,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
71.5211,in solution,24.99,ethanol,,,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
102.027,in solution,24.99,"2,2,4-trimethylpentane, ethanol","2,2,4-trimethylpentane (76 molpercent); ethanol (24 molpercent)",,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
111.64,in solution,24.99,"2,2,4-trimethylpentane, ethanol","2,2,4-trimethylpentane (58.4 molpercent); ethanol (41.6 molpercent)",,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
115.485,in solution,24.99,"ethanol, 2,2,4-trimethylpentane","ethanol (55 molpercent); 2,2,4-trimethylpentane (45 molpercent)",,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
108.563,in solution,24.99,"ethanol, 2,2,4-trimethylpentane","ethanol (65.5 molpercent); 2,2,4-trimethylpentane (34.5 molpercent)",,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
105.103,in solution,24.99,"ethanol, 2,2,4-trimethylpentane","ethanol (74 molpercent); 2,2,4-trimethylpentane (26 molpercent)",,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
95.6178,in solution,24.99,"ethanol, 2,2,4-trimethylpentane","ethanol (81 molpercent); 2,2,4-trimethylpentane (19 molpercent)",,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
89.7218,in solution,24.99,"ethanol, 2,2,4-trimethylpentane","ethanol (86.9 molpercent); 2,2,4-trimethylpentane (13.1 molpercent)",,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
83.5694,in solution,24.99,"ethanol, 2,2,4-trimethylpentane","ethanol (91.9 molpercent); 2,2,4-trimethylpentane (8.1 molpercent)",,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
76.3917,in solution,24.99,"ethanol, 2,2,4-trimethylpentane","ethanol (96.2 molpercent); 2,2,4-trimethylpentane (3.8 molpercent)",,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
77.0326,in solution,24.99,propan-1-ol,,,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
98.9503,in solution,24.99,"2,2,4-trimethylpentane, propan-1-ol","2,2,4-trimethylpentane (80.3 molpercent); propan-1-ol (19.7 molpercent)",,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
107.153,in solution,24.99,"2,2,4-trimethylpentane, propan-1-ol","2,2,4-trimethylpentane (64.4 molpercent); propan-1-ol (35.6 molpercent)",,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
105.103,in solution,24.99,"2,2,4-trimethylpentane, propan-1-ol","2,2,4-trimethylpentane (51.4 molpercent); propan-1-ol (48.6 molpercent)",,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
103.821,in solution,24.99,"propan-1-ol, 2,2,4-trimethylpentane","propan-1-ol (59.6 molpercent); 2,2,4-trimethylpentane (40.4 molpercent)",,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
101.129,in solution,24.99,"propan-1-ol, 2,2,4-trimethylpentane","propan-1-ol (68.8 molpercent); 2,2,4-trimethylpentane (31.2 molpercent)",,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
98.694,in solution,24.99,"propan-1-ol, 2,2,4-trimethylpentane","propan-1-ol (76.8 molpercent); 2,2,4-trimethylpentane (23.2 molpercent)",,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
92.6698,in solution,24.99,"propan-1-ol, 2,2,4-trimethylpentane","propan-1-ol (83.8 molpercent); 2,2,4-trimethylpentane (16.2 molpercent)",,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
89.4655,in solution,24.99,"propan-1-ol, 2,2,4-trimethylpentane","propan-1-ol (89.8 molpercent); 2,2,4-trimethylpentane (10.2 molpercent)",,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
87.5428,in solution,24.99,"propan-1-ol, 2,2,4-trimethylpentane","propan-1-ol (95.2 molpercent); 2,2,4-trimethylpentane (4.8 molpercent)",,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
73.1874,in solution,24.99,isopropyl alcohol,,,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
103.052,in solution,24.99,"2,2,4-trimethylpentane, isopropyl alcohol","2,2,4-trimethylpentane (80.7 molpercent); propan-2-ol (19.3 molpercent)",,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
107.025,in solution,24.99,"2,2,4-trimethylpentane, isopropyl alcohol","2,2,4-trimethylpentane (65 molpercent); propan-2-ol (35 molpercent)",,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
110.871,in solution,24.99,"2,2,4-trimethylpentane, isopropyl alcohol","2,2,4-trimethylpentane (52 molpercent); propan-2-ol (48 molpercent)",,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
104.59,in solution,24.99,"isopropyl alcohol, 2,2,4-trimethylpentane","propan-2-ol (59 molpercent); 2,2,4-trimethylpentane (41 molpercent)",,,"Shayanfar, Ali;?Soltani, Somaieh;?Jabbaribar, Farnaz;?Hamidi, Ali A.;?Aeree Jr., William E.;?Jouyban, Abolghasem[Journal of Chemical and Engineering Data,?2008, vol. 53, # 2, p. 574 - 577]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
