"Solubility, g¡¤l-1",Saturation,"Temperature (Solubility (MCS)), ¡ãC",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,34.78,water,,,Solubility: 0.247 molpercent,"Pascual, Gladys Kate;?Donnellan, Philip;?Glennon, Brian;?Kamaraju, Vamsi Krishna;?Jones, Roderick C.[Journal of Chemical and Engineering Data,?2017, vol. 62, # 10, p. 3193 - 3205]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,39.72,water,,,Solubility: 0.293 molpercent,"Pascual, Gladys Kate;?Donnellan, Philip;?Glennon, Brian;?Kamaraju, Vamsi Krishna;?Jones, Roderick C.[Journal of Chemical and Engineering Data,?2017, vol. 62, # 10, p. 3193 - 3205]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,45.04,water,,,Solubility: 0.345 molpercent,"Pascual, Gladys Kate;?Donnellan, Philip;?Glennon, Brian;?Kamaraju, Vamsi Krishna;?Jones, Roderick C.[Journal of Chemical and Engineering Data,?2017, vol. 62, # 10, p. 3193 - 3205]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,49.83,water,,,Solubility: 0.408 molpercent,"Pascual, Gladys Kate;?Donnellan, Philip;?Glennon, Brian;?Kamaraju, Vamsi Krishna;?Jones, Roderick C.[Journal of Chemical and Engineering Data,?2017, vol. 62, # 10, p. 3193 - 3205]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,,,,,Page/Page column 3; 4,sparingly soluble in water,"Current Patent Assignee:?AMIN MUHAMMAD?- US9006488,?2015, B1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,,,,,Page/Page column 4,freely soluble in alcohol,"Current Patent Assignee:?AMIN MUHAMMAD?- US9006488,?2015, B1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,,,,,Page/Page column 4,slightly soluble in methylene chloride,"Current Patent Assignee:?AMIN MUHAMMAD?- US9006488,?2015, B1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,,,water,,Paragraph 0124,Solubility: 1.3 weight percent,"Current Patent Assignee:?SINTETICA?- US2015/148379,?2015, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,,,,,,insoluble in water,"Grachev, Mikhail K.;?Malenkovskaya, Margarita A.;?Vasyanina, Larisa K.[Journal of Inclusion Phenomena and Macrocyclic Chemistry,?2015, vol. 83, # 3-4, p. 209 - 214]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
111.17,in pure solvent,80,water,,supporting information,,"Lee, Hung Lin;?Lin, Hong Yu;?Lee, Tu[Organic Process Research and Development,?2014, vol. 18, # 4, p. 539 - 545]"
,,,,,,,Full Text
,,,,,,,Cited 19 timesDetailsAbstract
12.53,in pure solvent,25,water,,supporting information,,"Lee, Hung Lin;?Lin, Hong Yu;?Lee, Tu[Organic Process Research and Development,?2014, vol. 18, # 4, p. 539 - 545]"
,,,,,,,Full Text
,,,,,,,Cited 19 timesDetailsAbstract
14.49,in pure solvent,25,water,,supporting information,,"Lee, Hung Lin;?Lin, Hong Yu;?Lee, Tu[Organic Process Research and Development,?2014, vol. 18, # 4, p. 539 - 545]"
,,,,,,,Full Text
,,,,,,,Cited 19 timesDetailsAbstract
144.77,in pure solvent,80,water,,supporting information,,"Lee, Hung Lin;?Lin, Hong Yu;?Lee, Tu[Organic Process Research and Development,?2014, vol. 18, # 4, p. 539 - 545]"
,,,,,,,Full Text
,,,,,,,Cited 19 timesDetailsAbstract
18.99,in pure solvent,40,water,,supporting information,,"Lee, Hung Lin;?Lin, Hong Yu;?Lee, Tu[Organic Process Research and Development,?2014, vol. 18, # 4, p. 539 - 545]"
,,,,,,,Full Text
,,,,,,,Cited 19 timesDetailsAbstract
23.77,in pure solvent,40,water,,supporting information,,"Lee, Hung Lin;?Lin, Hong Yu;?Lee, Tu[Organic Process Research and Development,?2014, vol. 18, # 4, p. 539 - 545]"
,,,,,,,Full Text
,,,,,,,Cited 19 timesDetailsAbstract
47.45,in pure solvent,60,water,,supporting information,,"Lee, Hung Lin;?Lin, Hong Yu;?Lee, Tu[Organic Process Research and Development,?2014, vol. 18, # 4, p. 539 - 545]"
,,,,,,,Full Text
,,,,,,,Cited 19 timesDetailsAbstract
53.4,in pure solvent,60,water,,supporting information,,"Lee, Hung Lin;?Lin, Hong Yu;?Lee, Tu[Organic Process Research and Development,?2014, vol. 18, # 4, p. 539 - 545]"
,,,,,,,Full Text
,,,,,,,Cited 19 timesDetailsAbstract
6.53,in pure solvent,7,water,,supporting information,,"Lee, Hung Lin;?Lin, Hong Yu;?Lee, Tu[Organic Process Research and Development,?2014, vol. 18, # 4, p. 539 - 545]"
,,,,,,,Full Text
,,,,,,,Cited 19 timesDetailsAbstract
6.98,in pure solvent,7,water,,supporting information,,"Lee, Hung Lin;?Lin, Hong Yu;?Lee, Tu[Organic Process Research and Development,?2014, vol. 18, # 4, p. 539 - 545]"
,,,,,,,Full Text
,,,,,,,Cited 19 timesDetailsAbstract
1006.53,in solution,25,"sodium chloride, water",NaCl (0.5 mol); water (1 l),,,"Chahiyan, Hadi;?Gharib, Farrokh;?Farajtabar, Ali[Journal of Molecular Liquids,?2014, vol. 199, p. 137 - 142]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
1071.09,in solution,35,"sodium chloride, water",NaCl (1 mol); water (1 l),,,"Chahiyan, Hadi;?Gharib, Farrokh;?Farajtabar, Ali[Journal of Molecular Liquids,?2014, vol. 199, p. 137 - 142]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
1087.25,in solution,25,"sodium chloride, water",NaCl (0.1 mol); water (1 l),,,"Chahiyan, Hadi;?Gharib, Farrokh;?Farajtabar, Ali[Journal of Molecular Liquids,?2014, vol. 199, p. 137 - 142]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
1138.83,in solution,30,"sodium chloride, water",NaCl (0.5 mol); water (1 l),,,"Chahiyan, Hadi;?Gharib, Farrokh;?Farajtabar, Ali[Journal of Molecular Liquids,?2014, vol. 199, p. 137 - 142]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
1244.69,in solution,30,"sodium chloride, water",NaCl (0.1 mol); water (1 l),,,"Chahiyan, Hadi;?Gharib, Farrokh;?Farajtabar, Ali[Journal of Molecular Liquids,?2014, vol. 199, p. 137 - 142]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
1289.2,in solution,35,"sodium chloride, water",NaCl (0.5 mol); water (1 l),,,"Chahiyan, Hadi;?Gharib, Farrokh;?Farajtabar, Ali[Journal of Molecular Liquids,?2014, vol. 199, p. 137 - 142]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
1397.19,in solution,35,"sodium chloride, water",NaCl (0.1 mol); water (1 l),,,"Chahiyan, Hadi;?Gharib, Farrokh;?Farajtabar, Ali[Journal of Molecular Liquids,?2014, vol. 199, p. 137 - 142]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
523.605,in solution,20,"sodium chloride, water",NaCl (2 mol); water (1 l),,,"Chahiyan, Hadi;?Gharib, Farrokh;?Farajtabar, Ali[Journal of Molecular Liquids,?2014, vol. 199, p. 137 - 142]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
600.306,in solution,25,"sodium chloride, water",NaCl (2 mol); water (1 l),,,"Chahiyan, Hadi;?Gharib, Farrokh;?Farajtabar, Ali[Journal of Molecular Liquids,?2014, vol. 199, p. 137 - 142]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
627.834,in solution,20,"sodium chloride, water",NaCl (1.5 mol); water (1 l),,,"Chahiyan, Hadi;?Gharib, Farrokh;?Farajtabar, Ali[Journal of Molecular Liquids,?2014, vol. 199, p. 137 - 142]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
677.234,in solution,30,"sodium chloride, water",NaCl (2 mol); water (1 l),,,"Chahiyan, Hadi;?Gharib, Farrokh;?Farajtabar, Ali[Journal of Molecular Liquids,?2014, vol. 199, p. 137 - 142]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
716.87,in solution,25,"sodium chloride, water",NaCl (1.5 mol); water (1 l),,,"Chahiyan, Hadi;?Gharib, Farrokh;?Farajtabar, Ali[Journal of Molecular Liquids,?2014, vol. 199, p. 137 - 142]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
722.418,in solution,20,"sodium chloride, water",NaCl (1 mol); water (1 l),,,"Chahiyan, Hadi;?Gharib, Farrokh;?Farajtabar, Ali[Journal of Molecular Liquids,?2014, vol. 199, p. 137 - 142]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
729.825,in solution,35,"sodium chloride, water",NaCl (2 mol); water (1 l),,,"Chahiyan, Hadi;?Gharib, Farrokh;?Farajtabar, Ali[Journal of Molecular Liquids,?2014, vol. 199, p. 137 - 142]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
815.293,in solution,30,"sodium chloride, water",NaCl (1.5 mol); water (1 l),,,"Chahiyan, Hadi;?Gharib, Farrokh;?Farajtabar, Ali[Journal of Molecular Liquids,?2014, vol. 199, p. 137 - 142]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
844.876,in solution,20,"sodium chloride, water",NaCl (0.5 mol); water (1 l),,,"Chahiyan, Hadi;?Gharib, Farrokh;?Farajtabar, Ali[Journal of Molecular Liquids,?2014, vol. 199, p. 137 - 142]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
848.353,in solution,25,"sodium chloride, water",NaCl (1 mol); water (1 l),,,"Chahiyan, Hadi;?Gharib, Farrokh;?Farajtabar, Ali[Journal of Molecular Liquids,?2014, vol. 199, p. 137 - 142]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
893.37,in solution,35,"sodium chloride, water",NaCl (1.5 mol); water (1 l),,,"Chahiyan, Hadi;?Gharib, Farrokh;?Farajtabar, Ali[Journal of Molecular Liquids,?2014, vol. 199, p. 137 - 142]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
912.266,in solution,20,"sodium chloride, water",NaCl (0.1 mol); water (1 l),,,"Chahiyan, Hadi;?Gharib, Farrokh;?Farajtabar, Ali[Journal of Molecular Liquids,?2014, vol. 199, p. 137 - 142]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
965.793,in solution,30,"sodium chloride, water",NaCl (1 mol); water (1 l),,,"Chahiyan, Hadi;?Gharib, Farrokh;?Farajtabar, Ali[Journal of Molecular Liquids,?2014, vol. 199, p. 137 - 142]"
,,,,,,,Full Text
,,,,,,,Cited 10 timesDetailsAbstract
18.5782,in solution,25,"1,2-Propanediol, water","propane-1,2-diol (0.9 mol); water (0.1 mol)",,,"Soltanpour, Sh.;?Jouyban[Journal of Molecular Liquids,?2010, vol. 155, # 2-3, p. 80 - 84]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
24.8062,in solution,25,"1,2-Propanediol, water","propane-1,2-diol (0.8 mol); water (0.2 mol)",,,"Soltanpour, Sh.;?Jouyban[Journal of Molecular Liquids,?2010, vol. 155, # 2-3, p. 80 - 84]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
32.8633,in solution,25,"1,2-Propanediol, water","propane-1,2-diol (0.7 mol); water (0.3 mol)",,,"Soltanpour, Sh.;?Jouyban[Journal of Molecular Liquids,?2010, vol. 155, # 2-3, p. 80 - 84]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
47.5716,in solution,25,"1,2-Propanediol, water","propane-1,2-diol (0.6 mol); water (0.4 mol)",,,"Soltanpour, Sh.;?Jouyban[Journal of Molecular Liquids,?2010, vol. 155, # 2-3, p. 80 - 84]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
64.4416,in solution,25,"1,2-Propanediol, water","propane-1,2-diol (0.5 mol); water (0.5 mol)",,,"Soltanpour, Sh.;?Jouyban[Journal of Molecular Liquids,?2010, vol. 155, # 2-3, p. 80 - 84]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
88.4315,in solution,25,"1,2-Propanediol, water","propane-1,2-diol (0.4 mol); water (0.6 mol)",,,"Soltanpour, Sh.;?Jouyban[Journal of Molecular Liquids,?2010, vol. 155, # 2-3, p. 80 - 84]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
97.9549,in solution,25,"1,2-Propanediol, water","propane-1,2-diol (0.3 mol); water (0.7 mol)",,,"Soltanpour, Sh.;?Jouyban[Journal of Molecular Liquids,?2010, vol. 155, # 2-3, p. 80 - 84]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
115.944,in solution,25,"1,2-Propanediol, water","propane-1,2-diol (0.2 mol); water (0.8 mol)",,,"Soltanpour, Sh.;?Jouyban[Journal of Molecular Liquids,?2010, vol. 155, # 2-3, p. 80 - 84]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
106.904,in solution,25,"1,2-Propanediol, water","propane-1,2-diol (0.1 mol); water (0.9 mol)",,,"Soltanpour, Sh.;?Jouyban[Journal of Molecular Liquids,?2010, vol. 155, # 2-3, p. 80 - 84]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
99.8142,in pure solvent,25,water,water (1 mol),,,"Soltanpour, Sh.;?Jouyban[Journal of Molecular Liquids,?2010, vol. 155, # 2-3, p. 80 - 84]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
158.572,in pure solvent,25,"1,2-Propanediol",,,,"Soltanpour, Sh.;?Jouyban[Journal of Molecular Liquids,?2010, vol. 155, # 2-3, p. 80 - 84]"
,,,,,,,Full Text
,,,,,,,Cited 27 timesDetailsAbstract
15.1165,in pure solvent,23,water,,,,"Thomas, Joshua Denver;?Majumdar, Susruta;?Sloan, Kenneth Berry[Molecules,?2009, vol. 14, # 10, p. 4231 - 4245]"
,,,,,,,Full Text
,,,,,,,Cited 15 timesDetailsAbstract
15.03,in pure solvent,25,H2O,,,,"Jouyban, Abolghasem;?Chan, Hak-Kim;?Chew, Nora Yat Knork;?Khoubnasabjafari, Maryam;?Acree Jr., William Eugene[Chemical and Pharmaceutical Bulletin,?2006, vol. 54, # 4, p. 428 - 431]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
20.64,in pure solvent,25,"H2O, ethanol",9:1 v/v,,,"Jouyban, Abolghasem;?Chan, Hak-Kim;?Chew, Nora Yat Knork;?Khoubnasabjafari, Maryam;?Acree Jr., William Eugene[Chemical and Pharmaceutical Bulletin,?2006, vol. 54, # 4, p. 428 - 431]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
33.34,in pure solvent,25,"H2O, ethanol",8:2 v/v,,,"Jouyban, Abolghasem;?Chan, Hak-Kim;?Chew, Nora Yat Knork;?Khoubnasabjafari, Maryam;?Acree Jr., William Eugene[Chemical and Pharmaceutical Bulletin,?2006, vol. 54, # 4, p. 428 - 431]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
63.74,in pure solvent,25,"H2O, ethanol",7:3 v/v,,,"Jouyban, Abolghasem;?Chan, Hak-Kim;?Chew, Nora Yat Knork;?Khoubnasabjafari, Maryam;?Acree Jr., William Eugene[Chemical and Pharmaceutical Bulletin,?2006, vol. 54, # 4, p. 428 - 431]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
97.27,in pure solvent,25,"H2O, ethanol",6:4 v/v,,,"Jouyban, Abolghasem;?Chan, Hak-Kim;?Chew, Nora Yat Knork;?Khoubnasabjafari, Maryam;?Acree Jr., William Eugene[Chemical and Pharmaceutical Bulletin,?2006, vol. 54, # 4, p. 428 - 431]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
141.85,in pure solvent,25,"H2O, ethanol",5:5 v/v,,,"Jouyban, Abolghasem;?Chan, Hak-Kim;?Chew, Nora Yat Knork;?Khoubnasabjafari, Maryam;?Acree Jr., William Eugene[Chemical and Pharmaceutical Bulletin,?2006, vol. 54, # 4, p. 428 - 431]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
182.22,in pure solvent,25,"H2O, ethanol",4:6 v/v,,,"Jouyban, Abolghasem;?Chan, Hak-Kim;?Chew, Nora Yat Knork;?Khoubnasabjafari, Maryam;?Acree Jr., William Eugene[Chemical and Pharmaceutical Bulletin,?2006, vol. 54, # 4, p. 428 - 431]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
199.67,in pure solvent,25,"H2O, ethanol",7:3 v/v,,,"Jouyban, Abolghasem;?Chan, Hak-Kim;?Chew, Nora Yat Knork;?Khoubnasabjafari, Maryam;?Acree Jr., William Eugene[Chemical and Pharmaceutical Bulletin,?2006, vol. 54, # 4, p. 428 - 431]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
210.36,in pure solvent,25,"H2O, ethanol",8:2 v/v,,,"Jouyban, Abolghasem;?Chan, Hak-Kim;?Chew, Nora Yat Knork;?Khoubnasabjafari, Maryam;?Acree Jr., William Eugene[Chemical and Pharmaceutical Bulletin,?2006, vol. 54, # 4, p. 428 - 431]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
195.56,in pure solvent,25,"H2O, ethanol",9:1 v/v,,,"Jouyban, Abolghasem;?Chan, Hak-Kim;?Chew, Nora Yat Knork;?Khoubnasabjafari, Maryam;?Acree Jr., William Eugene[Chemical and Pharmaceutical Bulletin,?2006, vol. 54, # 4, p. 428 - 431]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
141.62,in pure solvent,25,ethanol,,,,"Jouyban, Abolghasem;?Chan, Hak-Kim;?Chew, Nora Yat Knork;?Khoubnasabjafari, Maryam;?Acree Jr., William Eugene[Chemical and Pharmaceutical Bulletin,?2006, vol. 54, # 4, p. 428 - 431]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
18.58,in pure solvent,25,"H2O, various solvent(s)",9:1 v/v,,,"Jouyban, Abolghasem;?Chan, Hak-Kim;?Chew, Nora Yat Knork;?Khoubnasabjafari, Maryam;?Acree Jr., William Eugene[Chemical and Pharmaceutical Bulletin,?2006, vol. 54, # 4, p. 428 - 431]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
24.8,in pure solvent,25,"H2O, various solvent(s)",8:2 v/v,,,"Jouyban, Abolghasem;?Chan, Hak-Kim;?Chew, Nora Yat Knork;?Khoubnasabjafari, Maryam;?Acree Jr., William Eugene[Chemical and Pharmaceutical Bulletin,?2006, vol. 54, # 4, p. 428 - 431]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
32.86,in pure solvent,25,"H2O, various solvent(s)",7:3 v/v,,,"Jouyban, Abolghasem;?Chan, Hak-Kim;?Chew, Nora Yat Knork;?Khoubnasabjafari, Maryam;?Acree Jr., William Eugene[Chemical and Pharmaceutical Bulletin,?2006, vol. 54, # 4, p. 428 - 431]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
47.57,in pure solvent,25,"H2O, various solvent(s)",6:4 v/v,,,"Jouyban, Abolghasem;?Chan, Hak-Kim;?Chew, Nora Yat Knork;?Khoubnasabjafari, Maryam;?Acree Jr., William Eugene[Chemical and Pharmaceutical Bulletin,?2006, vol. 54, # 4, p. 428 - 431]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
64.45,in pure solvent,25,"H2O, various solvent(s)",5:5 v/v,,,"Jouyban, Abolghasem;?Chan, Hak-Kim;?Chew, Nora Yat Knork;?Khoubnasabjafari, Maryam;?Acree Jr., William Eugene[Chemical and Pharmaceutical Bulletin,?2006, vol. 54, # 4, p. 428 - 431]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
88.44,in pure solvent,25,"H2O, various solvent(s)",4:6 v/v,,,"Jouyban, Abolghasem;?Chan, Hak-Kim;?Chew, Nora Yat Knork;?Khoubnasabjafari, Maryam;?Acree Jr., William Eugene[Chemical and Pharmaceutical Bulletin,?2006, vol. 54, # 4, p. 428 - 431]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
97.95,in pure solvent,25,"H2O, various solvent(s)",3:7 v/v,,,"Jouyban, Abolghasem;?Chan, Hak-Kim;?Chew, Nora Yat Knork;?Khoubnasabjafari, Maryam;?Acree Jr., William Eugene[Chemical and Pharmaceutical Bulletin,?2006, vol. 54, # 4, p. 428 - 431]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
116.01,in pure solvent,25,"H2O, various solvent(s)",2:8 v/v,,,"Jouyban, Abolghasem;?Chan, Hak-Kim;?Chew, Nora Yat Knork;?Khoubnasabjafari, Maryam;?Acree Jr., William Eugene[Chemical and Pharmaceutical Bulletin,?2006, vol. 54, # 4, p. 428 - 431]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
106.9,in pure solvent,25,"H2O, various solvent(s)",1:9 v/v,,,"Jouyban, Abolghasem;?Chan, Hak-Kim;?Chew, Nora Yat Knork;?Khoubnasabjafari, Maryam;?Acree Jr., William Eugene[Chemical and Pharmaceutical Bulletin,?2006, vol. 54, # 4, p. 428 - 431]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
99.82,in pure solvent,25,various solvent(s),,,,"Jouyban, Abolghasem;?Chan, Hak-Kim;?Chew, Nora Yat Knork;?Khoubnasabjafari, Maryam;?Acree Jr., William Eugene[Chemical and Pharmaceutical Bulletin,?2006, vol. 54, # 4, p. 428 - 431]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
127.88,in pure solvent,25,"ethanol, various solvent(s)",9:1 v/v,,,"Jouyban, Abolghasem;?Chan, Hak-Kim;?Chew, Nora Yat Knork;?Khoubnasabjafari, Maryam;?Acree Jr., William Eugene[Chemical and Pharmaceutical Bulletin,?2006, vol. 54, # 4, p. 428 - 431]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
126.42,in pure solvent,25,"ethanol, various solvent(s)",8:2 v/v,,,"Jouyban, Abolghasem;?Chan, Hak-Kim;?Chew, Nora Yat Knork;?Khoubnasabjafari, Maryam;?Acree Jr., William Eugene[Chemical and Pharmaceutical Bulletin,?2006, vol. 54, # 4, p. 428 - 431]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
129.36,in pure solvent,25,"ethanol, various solvent(s)",7:3 v/v,,,"Jouyban, Abolghasem;?Chan, Hak-Kim;?Chew, Nora Yat Knork;?Khoubnasabjafari, Maryam;?Acree Jr., William Eugene[Chemical and Pharmaceutical Bulletin,?2006, vol. 54, # 4, p. 428 - 431]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
135.51,in pure solvent,25,"ethanol, various solvent(s)",6:4 v/v,,,"Jouyban, Abolghasem;?Chan, Hak-Kim;?Chew, Nora Yat Knork;?Khoubnasabjafari, Maryam;?Acree Jr., William Eugene[Chemical and Pharmaceutical Bulletin,?2006, vol. 54, # 4, p. 428 - 431]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
129.22,in pure solvent,25,"ethanol, various solvent(s)",5:5 v/v,,,"Jouyban, Abolghasem;?Chan, Hak-Kim;?Chew, Nora Yat Knork;?Khoubnasabjafari, Maryam;?Acree Jr., William Eugene[Chemical and Pharmaceutical Bulletin,?2006, vol. 54, # 4, p. 428 - 431]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
122.29,in pure solvent,25,"ethanol, various solvent(s)",4:6 v/v,,,"Jouyban, Abolghasem;?Chan, Hak-Kim;?Chew, Nora Yat Knork;?Khoubnasabjafari, Maryam;?Acree Jr., William Eugene[Chemical and Pharmaceutical Bulletin,?2006, vol. 54, # 4, p. 428 - 431]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
118.63,in pure solvent,25,"ethanol, various solvent(s)",3:7 v/v,,,"Jouyban, Abolghasem;?Chan, Hak-Kim;?Chew, Nora Yat Knork;?Khoubnasabjafari, Maryam;?Acree Jr., William Eugene[Chemical and Pharmaceutical Bulletin,?2006, vol. 54, # 4, p. 428 - 431]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
120.04,in pure solvent,25,"ethanol, various solvent(s)",2:8 v/v,,,"Jouyban, Abolghasem;?Chan, Hak-Kim;?Chew, Nora Yat Knork;?Khoubnasabjafari, Maryam;?Acree Jr., William Eugene[Chemical and Pharmaceutical Bulletin,?2006, vol. 54, # 4, p. 428 - 431]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
107.32,in pure solvent,25,"ethanol, various solvent(s)",1:9 v/v,,,"Jouyban, Abolghasem;?Chan, Hak-Kim;?Chew, Nora Yat Knork;?Khoubnasabjafari, Maryam;?Acree Jr., William Eugene[Chemical and Pharmaceutical Bulletin,?2006, vol. 54, # 4, p. 428 - 431]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
166.08,in pure solvent,25,"H2O, various solvent(s)",10:45:45 v/v,,,"Jouyban, Abolghasem;?Chan, Hak-Kim;?Chew, Nora Yat Knork;?Khoubnasabjafari, Maryam;?Acree Jr., William Eugene[Chemical and Pharmaceutical Bulletin,?2006, vol. 54, # 4, p. 428 - 431]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
93.8,in pure solvent,25,"H2O, various solvent(s)",45:10:45 v/v,,,"Jouyban, Abolghasem;?Chan, Hak-Kim;?Chew, Nora Yat Knork;?Khoubnasabjafari, Maryam;?Acree Jr., William Eugene[Chemical and Pharmaceutical Bulletin,?2006, vol. 54, # 4, p. 428 - 431]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
173.7,in pure solvent,25,"H2O, various solvent(s)",45:45:10 v/v,,,"Jouyban, Abolghasem;?Chan, Hak-Kim;?Chew, Nora Yat Knork;?Khoubnasabjafari, Maryam;?Acree Jr., William Eugene[Chemical and Pharmaceutical Bulletin,?2006, vol. 54, # 4, p. 428 - 431]"
,,,,,,,Full Text
,,,,,,,Cited 72 timesDetailsAbstract
,in solution,,,,,,"Majumdar, Susruta;?Sloan, Kenneth B.[Bioorganic and Medicinal Chemistry Letters,?2006, vol. 16, # 13, p. 3590 - 3594]"
,,,,,,,Full Text
,,,,,,,Cited 19 timesDetailsAbstract
124.862,in solution,20,ethanol,,,,"Jimenez, Jackson A.;?Martinez, Fleming[Journal of Solution Chemistry,?2006, vol. 35, # 3, p. 335 - 352]"
,,,,,,,Full Text
,,,,,,,Cited 53 timesDetailsAbstract
,in solution,20,ethanol,,,Solubility: 5.045 molpercent,"Jimenez, Jackson A.;?Martinez, Fleming[Journal of Solution Chemistry,?2006, vol. 35, # 3, p. 335 - 352]"
,,,,,,,Full Text
,,,,,,,Cited 53 timesDetailsAbstract
,in solution,25,ethanol,,,Solubility: 5.46 molpercent,"Jimenez, Jackson A.;?Martinez, Fleming[Journal of Solution Chemistry,?2006, vol. 35, # 3, p. 335 - 352]"
,,,,,,,Full Text
,,,,,,,Cited 53 timesDetailsAbstract
,in solution,30,ethanol,,,Solubility: 6.20 molpercent,"Jimenez, Jackson A.;?Martinez, Fleming[Journal of Solution Chemistry,?2006, vol. 35, # 3, p. 335 - 352]"
,,,,,,,Full Text
