"Solubility, g¡¤l-1",Saturation,"Temperature (Solubility (MCS)), ¡ãC",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,60,H2O,,,100 g solvent dissolves. 2.4 g Substance.,"Weiss;?Downs[Journal of the American Chemical Society,?1923, vol. 45, p. 1006]"
,,,,,,,Full Text
,,,,,,,Details
,,100,H2O,,,100 g solvent dissolves. 9.8 g Substance.,"Weiss;?Downs[Journal of the American Chemical Society,?1923, vol. 45, p. 1006]"
,,,,,,,Full Text
,,,,,,,Details
,,29.7,aq. ethanol (95percent),,,100 g solvent dissolves. 5.75 g Substance.,"Weiss;?Downs[Journal of the American Chemical Society,?1923, vol. 45, p. 1006]"
,,,,,,,Full Text
,,,,,,,Details
,,29.7,acetone,,,100 g solvent dissolves. 1.72 g Substance.,"Weiss;?Downs[Journal of the American Chemical Society,?1923, vol. 45, p. 1006]"
,,,,,,,Full Text
,,,,,,,Details
,,25,diethyl ether,,,100 g solvent dissolves. 0.72 g Substance.,"Weiss;?Downs[Journal of the American Chemical Society,?1923, vol. 45, p. 1006]"
,,,,,,,Full Text
,,,,,,,Details
,,25,H2O,,,100 g solvent dissolves. 0.70 g Substance.,"Weiss;?Downs[Journal of the American Chemical Society,?1922, vol. 44, p. 1006]"
,,,,,,,Full Text
,,,,,,,Details
,,25,H2O,,,100 g solvent dissolves. 0.63 g Substance.,"Verkade;?Soehngen[1920, vol. 50, p. 86][Verslag van de Gewone Vergadering van de Afdeling Natuurkunde, Koninklijke Nederlandse Akademie van Wetenschappen, vol. 28, p. 367][Chemisches Zentralblatt,?1920, vol. 91, # I, p. 631]"
,,,,,,,Full Text
,,,,,,,Details
3.496,in solution,12,H2O,,,,"James;?Jones[Journal of the Chemical Society,?1912, vol. 101, p. 1160]"
,,,,,,,Full Text
,,,,,,,Details
4.45,in solution,18,H2O,,,,"Bruner;?Krolikowski[Chemisches Zentralblatt,?1910, vol. 81, # II, p. 1881]"
,,,,,,,Full Text
,,,,,,,Details
,,17,ethanol,,,1 part(s) of substance.dissolves in:21 parts of solvent.,"Magini[Atti della Accademia Nazionale dei Lincei, Classe di Scienze Fisiche, Matematiche e Naturali, Rendiconti,?1903, vol. <5>12 II, p. 298][Chemisches Zentralblatt,?1904, vol. 75, # II, p. 935]"
,,,,,,,Full Text
,,,,,,,Details
,,16.5,H2O,,,1 part(s) of substance.dissolves in:148.7 parts of solvent.,"Carius[Justus Liebigs Annalen der Chemie,?1867, vol. 142, p. 138][Justus Liebigs Annalen der Chemie,?1870, vol. 155, p. 219]"
,,,,,,,Full Text
,,,,,,,Details
